ClickProbability,Id
0.6316555847086466,0
0.7612387806809582,1
0.7963751194772092,2
0.6619660703485191,3
0.625721788642362,4
0.8849802661596737,5
0.8463844226333824,6
0.6469585944988822,7
0.43168042210336244,8
0.36509038943389893,9
0.5660683508355864,10
0.7963751194772092,11
0.8705278168195419,12
0.7646261453034418,13
0.6160828781085563,14
0.8705278168195419,15
0.8442835572249627,16
0.6160828781085563,17
0.6002684365250784,18
0.6469585944988822,19
0.8684842469934435,20
0.8705278168195419,21
0.6316555847086466,22
0.8628614707408055,23
0.8069265446794025,24
0.6948653015474067,25
0.6492068106825519,26
0.49781647477485225,27
0.9377277706101944,28
0.7957691049496562,29
0.9295109991511572,30
0.824490061454758,31
0.6948653015474067,32
0.6469585944988822,33
0.8778262784423367,34
0.9044214101123353,35
0.6948653015474067,36
0.9203021774441302,37
0.816279088562907,38
0.9295109991511572,39
0.6316555847086466,40
0.5516823700583116,41
0.5186733942661909,42
0.6948653015474067,43
0.9295109991511572,44
0.8548168892713408,45
0.43168042210336244,46
0.5543027982589523,47
0.6766544371061558,48
0.86112380365627,49
0.6160828781085563,50
0.8463844226333824,51
0.43168042210336244,52
0.8778262784423367,53
0.7963751194772092,54
0.9331250962604934,55
0.6316555847086466,56
0.5186733942661909,57
0.6469585944988822,58
0.7186049756172532,59
0.9295109991511572,60
0.5186733942661909,61
0.9152963134992096,62
0.6469585944988822,63
0.8622984707099506,64
0.5186733942661909,65
0.9152963134992096,66
0.6641683264090261,67
0.7087530818159847,68
0.6316555847086466,69
0.9044214101123353,70
0.6948653015474067,71
0.9377277706101944,72
0.8705278168195419,73
0.5750359244398215,74
0.6619660703485191,75
0.6382812838430625,76
0.5587416824434825,77
0.6788074312716055,78
0.7963751194772092,79
0.7963751194772092,80
0.43168042210336244,81
0.5842421752314928,82
0.6766544371061558,83
0.8778262784423367,84
0.6492068106825519,85
0.8705278168195419,86
0.7963751194772092,87
0.5186733942661909,88
0.5543027982589523,89
0.6316555847086466,90
0.6931032725579931,91
0.49781647477485225,92
0.7963751194772092,93
0.7570669072254947,94
0.7070374375135292,95
0.5255023164820258,96
0.6469585944988822,97
0.9044214101123353,98
0.6492068106825519,99
0.5352164448276895,100
0.6948653015474067,101
0.3593368529192964,102
0.6160828781085563,103
0.9227929623564044,104
0.9483903419817693,105
0.6492068106825519,106
0.7084790125287685,107
0.5955578648378902,108
0.6931032725579931,109
0.6534600439869356,110
0.8467299625728693,111
0.6492068106825519,112
0.9747683133981334,113
0.5660683508355864,114
0.6492068106825519,115
0.9295109991511572,116
0.9331250962604934,117
0.7963751194772092,118
0.9203021774441302,119
0.5614256561680442,120
0.8463844226333824,121
