ClickProbability,Id
0.028943812083977387,0
0.10643608088848396,1
0.0060265068536284406,2
0.03842116004124757,3
0.4440993905296638,4
0.009179878322339477,5
0.00608151770522945,6
0.0585893799001356,7
0.033326426461877154,8
0.5506661703918664,9
0.03241261774014151,10
0.0060265068536284406,11
0.006420392801432154,12
0.14049942573072674,13
0.028512898586500687,14
0.006420392801432154,15
0.06601152217948192,16
0.028512898586500687,17
0.07773028749385229,18
0.0585893799001356,19
0.03166989630885191,20
0.006420392801432154,21
0.028943812083977387,22
0.006244228891142173,23
0.0046414212168653475,24
0.02006278648394073,25
0.07637926506172765,26
0.5480155172984182,27
0.005162240422684987,28
0.005139679004001408,29
0.005409822355646304,30
0.10945835637267509,31
0.02006278648394073,32
0.0585893799001356,33
0.005515287253823012,34
0.00711718677643509,35
0.02006278648394073,36
0.007000338606652713,37
0.06282850889375778,38
0.005409822355646304,39
0.028943812083977387,40
0.06797869060329437,41
0.08978572466537837,42
0.02006278648394073,43
0.005409822355646304,44
0.004691921363811614,45
0.033326426461877154,46
0.16741952976137287,47
0.014286079508338543,48
0.004233265510307992,49
0.028512898586500687,50
0.00608151770522945,51
0.033326426461877154,52
0.005515287253823012,53
0.0060265068536284406,54
0.004208817544468095,55
0.028943812083977387,56
0.08978572466537837,57
0.0585893799001356,58
0.011152794735679768,59
0.005409822355646304,60
0.08978572466537837,61
0.006808371076801563,62
0.0585893799001356,63
0.00685088565432912,64
0.08978572466537837,65
0.006808371076801563,66
0.040548555621922465,67
0.013908400006541663,68
0.028943812083977387,69
0.00711718677643509,70
0.02006278648394073,71
0.005162240422684987,72
0.006420392801432154,73
0.10423138622823776,74
0.03842116004124757,75
0.10424997961058909,76
0.11711654079966805,77
0.04298266188882275,78
0.0060265068536284406,79
0.0060265068536284406,80
0.033326426461877154,81
0.09308857748502754,82
0.014286079508338543,83
0.005515287253823012,84
0.07637926506172765,85
0.006420392801432154,86
0.0060265068536284406,87
0.08978572466537837,88
0.16741952976137287,89
0.028943812083977387,90
0.050472402508895016,91
0.5480155172984182,92
0.0060265068536284406,93
0.011073993993574088,94
0.04617194837864104,95
0.3273596629267818,96
0.0585893799001356,97
0.00711718677643509,98
0.07637926506172765,99
0.05888490562229146,100
0.02006278648394073,101
0.421364133092152,102
0.028512898586500687,103
0.01796999831318937,104
0.004453504759004151,105
0.07637926506172765,106
0.047275166926245824,107
0.056808560731015034,108
0.050472402508895016,109
0.10784835652362992,110
0.13508258671280773,111
0.07637926506172765,112
0.007827575552202752,113
0.03241261774014151,114
0.07637926506172765,115
0.005409822355646304,116
0.004208817544468095,117
0.0060265068536284406,118
0.007000338606652713,119
0.10713388491975168,120
0.00608151770522945,121
0.004722469250301122,122
0.0060265068536284406,123
0.0060265068536284406,124
0.00506357676182352,125
0.004623381017245241,126
0.07637926506172765,127
0.006812285822791376,128
0.02006278648394073,129
0.031005429256699326,130
0.07637926506172765,131
0.004722469250301122,132
0.4440993905296638,133
0.0585893799001356,134
0.03241261774014151,135
0.0585893799001356,136
0.01071078289418751,137
0.028943812083977387,138
0.00608151770522945,139
0.07637926506172765,140
0.05888490562229146,141
0.02006278648394073,142
0.10452271984233319,143
0.016126297028749702,144
0.02006278648394073,145
0.028943812083977387,146
0.02006278648394073,147
0.02420713390867002,148
0.03241261774014151,149
0.006758060604472922,150
0.006812285822791376,151
0.0585893799001356,152
0.06601152217948192,153
0.005515287253823012,154
0.008828188140166442,155
0.1566989247632296,156
0.033326426461877154,157
0.07637926506172765,158
0.02006278648394073,159
0.005409822355646304,160
0.06282850889375778,161
0.5737534702821713,162
0.004453504759004151,163
0.0060265068536284406,164
0.5480155172984182,165
0.033326426461877154,166
0.10643608088848396,167
0.028943812083977387,168
0.013908400006541663,169
0.005162240422684987,170
0.03842116004124757,171
0.07637926506172765,172
0.5737534702821713,173
0.005409822355646304,174
0.02006278648394073,175
0.02006278648394073,176
0.05888490562229146,177
0.08978572466537837,178
0.033326426461877154,179
0.03114534280703256,180
0.02006278648394073,181
0.012231387464147514,182
0.07637926506172765,183
0.08978572466537837,184
0.03241261774014151,185
0.02006278648394073,186
0.004722469250301122,187
0.011663464890864417,188
0.005409822355646304,189
0.03842116004124757,190
0.028512898586500687,191
0.07637926506172765,192
0.028943812083977387,193
0.040548555621922465,194
0.07079550565813822,195
0.005505429342626978,196
0.006808371076801563,197
0.033326426461877154,198
0.13824565432017288,199
0.06797869060329437,200
0.005309956178418029,201
0.005489907142900276,202
0.08978572466537837,203
0.04298266188882275,204
0.02006278648394073,205
0.040548555621922465,206
0.010542214998383604,207
0.03241261774014151,208
0.0060265068536284406,209
0.0585893799001356,210
0.0060265068536284406,211
0.028512898586500687,212
0.040548555621922465,213
0.02006278648394073,214
0.11711654079966805,215
0.02006278648394073,216
0.047275166926245824,217
0.005515287253823012,218
0.050472402508895016,219
0.1455300982335307,220
0.033326426461877154,221
0.09308857748502754,222
0.11155499991898128,223
0.0046414212168653475,224
0.028943812083977387,225
0.02006278648394073,226
0.07637926506172765,227
0.05561237761455905,228
0.040548555621922465,229
0.02006278648394073,230
0.04298266188882275,231
0.004623381017245241,232
0.004208817544468095,233
0.033326426461877154,234
0.011764139442400547,235
0.08978572466537837,236
0.02006278648394073,237
0.033326426461877154,238
0.10423138622823776,239
0.032741045935509874,240
0.07637926506172765,241
0.011663464890864417,242
0.07637926506172765,243
